url,app,org,desc_summary,desc
https://play.google.com/store/apps/details?id=net.superblock.pushover,Pushover,"Pushover, LLC",  단순 푸시 알림    ,"Pushover is a simple push notification service that integrates easily into web apps like IFTTT, network monitors like Nagios, shell scripts, servers, and anything else that needs to send alerts to your Android, iPhone, iPad, and Desktop.  App includes a free 7-day trial and unlimited usage on Android beyond the 7-day trial requires a one-time $4.99 in-app purchase.Now includes home-screen and lock-screen widgets, support for sending notifications to Android Wear watches, and a Tasker event plugin!Visit https://pushover.net/ to find apps, plugins, and services that support Pushover, or get a free API key to create your own app.  Also find out about our iOS and Desktop clients to receive Pushover notifications on all of your devices."
https://play.google.com/store/apps/details?id=com.kbstar.starpush,KB스타알림,KB국민은행,  누구든! 언제든! 어디서든! 모든 금융알림을 한눈에!    ,"■ 누구든! 언제든! 어디서든! 모든 금융알림을 한눈에 확인할 수 있는 KB스타알림을 소개합니다.* 자동로그인 신설!이제는 비밀번호 입력없이 빠르게 자동로그인하세요.* 스마트한 입출금 통지!입출금한 내역에 나만의 메모를 기록하고, 월간 입출금내역을 한눈에 볼 수 있는 가계부와 월간 입출금현황을 분석한 리포트도 받아보세요.* 나의 든든한 금융파트너!나의 만기일과 수익률 등 계좌별 주요 알림과 맞춤형 환율정보까지 꼼꼼하게 알려드립니다.* 맞춤형 상품정보와 혜택까지!나만의 맞춤형 상품정보와 이벤트를 제공해드립니다.* 안전한 금융거래를 위한 보안알리미!24시간 보안 알림을 통해 고객님의 소중한 금융자산을 지켜드립니다.■ 앱 접근권한에 대한 고지정보통신망 이용촉진 및 정보보호 등에 관한 법률 제 22조의 2 신설 및 동 시행령 개정에 따라 KB스타알림 서비스 제공을 위하여 필요한 접근권한을 아래와 같이 안내해드립니다.- 선택적 접근권한* SMS : 계좌보유 서비스 가입 중 SMS 인증번호 자동 수집 시 사용* 전화 : 휴대폰 상태 및 기기정보에 대한 접근권한 사용* 저장공간 : 투자정보 PDF 다운로드 시 사용* 주소록 : Push GCM 내 구글 계정 접근권한(OS 4.0.4이하) 사용※ 선택적 접근권한의 허용에 동의하지 않아도 KB스타알림 서비스의 이용이 가능하나, 필요한 일부 기능 사용에 제한이 있을 수 있으며, [스마트폰 설정 > 애플리케이션 > KB스타알림 > 권한] 메뉴에서 변경이 가능합니다.■ 금융감독당국의 지침에 따라 전자금융 사고방지를 위해 임의개조(탈옥,루팅)한 스마트 기기에서는 이용이 불가하며, 특정 앱을 설치하는 과정 및 설치된 특정 앱에 의해서도 루팅으로 인식될 수 있습니다.(A/S센터 문의 및 초기화 권장)■ 문의 :  1588-9999, 1599-9999, 1644-9999 (해외:+82-2-6300-9999)"
https://play.google.com/store/apps/details?id=com.sec.spp.push,삼성 푸시 서비스 Samsung Push Service,"Samsung Electronics Co.,  Ltd.",  삼성 푸시 서비스는 삼성 단말에 설치된 애플리케이션의 알림 서비스를 지원합니다.    ,"삼성 푸시 서비스 애플리케이션 다운로드 후에 설치 여부는 단말기에서는 '환경설정 → 애플리케이션 관리'에서 확인할 수 있습니다. 삼성 푸시 서비스는 삼성 단말에 설치된 삼성이 제공하는 애플리케이션(GalaxyApps, SamsungLink, Samsung Pay, etc.)의 알림을 지원하고 있습니다. 삼성 푸시 서비스를 삭제하시면 이를 이용하는 애플리케이션에서 새 메시지 알림을 받지 못하게 됩니다.삼성에서 제공하는 푸시 서비스는  다음과 같은 서비스를 지원합니다.-  새 메시지 수신 시 팝업으로 메시지 표시-  애플리케이션에 메시지 숫자 배지 표시-  알림바에 메시지 표시삼성 푸시 서비스를 통해 빠르고 정확한 알림을 받아보세요.* 접근권한 안내서비스 제공을 위해 다음과 같은 접근권한을 필요로 합니다. 선택적 접근권한의 경우 허용하지 않더라도 서비스의 기본 기능의 사용은 가능합니다.[필수적 접근권한] : 안드로이드 L OS 이하 버전에서만 필요로 함- 전화 : 서비스 가입시 장치 고유 식별 정보 확인을 위한 목적[선택적 접근권한]- 저장공간 : 사용자가 E-mail을 통해 VOC 접수 시, 로그파일을 첨부할 수 있도록 지원하기 위한 목적* Open Source LicenseCopyright (C) The Android Open Source Projecthttp://www.apache.org/licenses/LICENSE-2.0----개발자 연락처 :02-2255-0114"
https://play.google.com/store/apps/details?id=mrigapps.andriod.notipauser,Switch Off Notifications,Mobifolio,  당신의 푸시 알림에서 시간을 필요로하고 알림 소리?    ,"Want to get some work done during your do not disturb time, but the push notification light and sound keeps bugging you? Don't want to be disturbed by the notification LED or sound from Whatsapp, Facebook or Twitter or any other app you choose? Having a hard time managing notifications? You have a solution. Download Switch Off Notifications and choose the apps whose notifications you want to block (pause). This is the ultimate notification manager app out there.Switch Off Notifications lets you turn notifications off for selected apps whenever you decide to with the simple click of a button. This will stop the disturbing push notification led as well as block the notification sound. You can just as easily turn them back on. Don't worry about missing any notifications, because the app keeps a list of all missed notifications.The app also provides a widget to easily block and unblock app notifications. And also gives you a list of all your missed notifications.So go ahead, download Switch Off Notifications and turn those annoying email notifications off during your do not disturb time. Focus better with the notifications turned off. See what you've missed from the widget or app and you can always turn them back on from the widget or app.Give Switch Off Notifications a try, you won't regret it."
https://play.google.com/store/apps/details?id=com.pushbullet.android,Pushbullet - SMS on PC and more,Pushbullet,  동안 컴퓨터에 문자 메시지를 보내고 알림을 참조하십시오    ,"Pushbullet is ""the app you never knew you needed"", according to CNET. Here's why:Stay Connected? Conveniently send and receive SMS messages from your computer? Reply to messages from many popular apps including WhatsApp, Kik, and Facebook Messenger??Easily share links and files between your devices, or with friendsNever Miss A Notification? See all of your phone's notifications on your computer, including phone calls? Dismiss a notification on your computer and it goes away on your phone too??Use Pushbullet Channels to subscribe to timely notifications about things you care aboutSave Time? Text from your computer using your keyboard instead of grabbing your phone? The easiest way to get a link or file onto your phone to open or share? Deal with notifications on your computer as they arrive""Pushbullet Is a Fantastic App Every Phone Should Have"" - Gizmodo""TNW’s Apps of the Year: PushBullet for Android"" - TNW★ Secure: Protect your notifications and SMS with end-to-end encryption★ Used by millions of people and counting★ Translated into over a dozen languages by an awesome group of our own usersSee all the places Pushbullet is available: https://www.pushbullet.com/apps"
https://play.google.com/store/apps/details?id=com.hanafn.push.agent,하나금융그룹 알리미 서비스 (Push Agent),하나금융티아이,  하나금융그룹 알리미 서비스(이하'알리미')는 하나금융그룹에서 제공하는 앱(Application)의 푸시 알림 메시지를 통합 지원합니다.    ,"하나금융그룹 알리미 서비스는 하나금융그룹에서 제공하는 애플리케이션의 알림 서비스를 지원하고 있습니다.하나금융그룹 알리미 서비스는 ""실행용 앱이 아니며, 별도의 화면이 없는 알림서비스 지원용 앱""입니다. 다운로드 후에 설치 여부는 단말기에서 '환경설정→애플리케이션 관리'에서 확인할 수 있습니다.하나금융그룹 알리미 서비스를 삭제하시면 이를 이용하는 애플리케이션에서 새 메시지 알림을 받지 못하게 됩니다.하나금융그룹 알리미 서비스를 통해 빠르고 정확한 알림을 받아보세요."
https://play.google.com/store/apps/details?id=com.yunkostudio.surprise,Surprise - 전자공시 푸시 알림,YUNKO STUDIO,"  내 입맛에 맞는 전자공시만 푸시로 받아보세요!금감원(DART), 한국거래소(KRX) 전자공시를 모두 지원합니다!    ","Surprise는 대한민국 전자공시를 200% 활용할 수 있게 돕는 어플리케이션입니다.전자공시 불편하게 RSS로 받아보고 계셨나요? 전자공시 보는 법 어려우시죠? Surprise가 이렇게 돕겠습니다.▶ 내 맘대로 튜닝이 가능하다 :: 조건부 푸시- 미리 설정한 다양한 조건에 따라 내 입맛에 맞는 전자공시만 실시간 푸시 알림으로 받아 볼 수 있습니다.- 특정 기업을 지정하지 않고, 다른 조건들로만 필터링하는 것도 가능합니다.- 설정가능 조건: 회사명, 보고서명, 업종, 상장시장, 보고서 유형, 제출인▶ 저장하고 공유하고 :: 관심 공시 SNS공유/저장- 손 쉽게 전자공시를 SNS로 공유할 수 있습니다.- 관심있는 공시는 나만의 보관함에 저장해 두고 쉽게 다시 찾아볼 수 있습니다.▶ 없는 공시가 없다 :: 금감원/거래소 전자공시 완전 통합- 통합 공시 시스템을 통해 모든 기업공시를 한번에 받아볼 수 있습니다.- 다만, 거래소 공시 중 ETF 공시는 제외됩니다.----개발자 연락처 :010-8559-8010 (이메일이나 카톡 플러스친구로 연락 바랍니다)"
https://play.google.com/store/apps/details?id=com.h2osystech.smartalimi.servicealimi.IMeritzService,메리츠 푸시알림,메리츠종금증권,  항상 고객을 먼저 생각하는 MERITZ Mobile Trading System    ,"메리츠종금증권 푸시알림기존 SMS를 통해 제공되던 입출금/체결 통보 등의 내용을 더욱 보기 편하고, 바로 확인해 볼 수 있도록 푸시알림으로 전송하는 것을 의미합니다.선택한 종목의 급등?신고가?시황 등 중요정보를 실시간 푸시알림 기능도 제공합니다.* 본 앱은 메리츠종금증권의 「메리츠 SMART」의 푸시알림 서비스를 수신하기 위한 것으로, 단독으로 실행되지 않으며, 아이콘이 화면에 보이지 않습니다.*「메리츠 SMART」 어플리케이션을 설치하신 후 이용하실 수 있습니다."
https://play.google.com/store/apps/details?id=com.andqlimax.pushfixer.noroot,Push Notifications Fixer,andQlimax,  지연 푸시 알림?PNF을보십시오!    ,"Are you experiencing delayed push notifications? If so, then this app its for you! This app is for every phone. No root needed, for rooted phone check the root version (see my other apps).It's free! No banners. No ads.This app basically keep alive the push connection on your phone. It avoids the tcp connection timeout that can occurs on some wifi routers or on some mobile carriers.If you have problems or questions, send me an email (ask.andqlimax@gmail.com) before giving the app a poor rating. I will answer you as soon as possible.XDA support thread: http://goo.gl/lvbNt3● How does PNF solve this problem?Every x minutes the app invokes an android activity that will send an heartbeat network packet on the push connection. Sending an heartbeat every 5 minutes should be enough to always keep the connection alive and all your push notifications will be instantly.● How do I restore the default heartbeat interval value?Android heartbeats values are not modified by this app, just uninstall this app.The battery should not be much impacted over a day."
https://play.google.com/store/apps/details?id=com.topfreeapps.flashalerts,플래시 알림,Z Mobile Apps,  모든 알림 LED 플래시 경고 슈퍼 밝은.    ,"플래시 라이트는 NAR 남자하겠다 통화, SMS 알림을 깜박입니다. 플래시 알림 이동 전화, SMS 및 알림에 플래시 경고에 ??대한 간단한 설치와 함께 제공됩니다. 플래시 알림 모든 플래시 경고의 요구에 대한 원 스톱 응용 프로그램입니다. 지금보십시오!연락처, 앱, 벨소리 모드, 시간 및 배터리 절약 및 조정 전등 점멸하여 손전등 알림 OGSA를하겠다 고급 설정이 구성 손전등 경고.플래시 알림 가장 다른 사람을 방해하지 않고 (병원, 학교, 사무실 등 조용한 지역에) 또는 밤 시간에 직장에서 NAR을 남용한다.플래시 라이트 경고는 앱의 모든 메시지, 전화, SMS, 마을, 연락처 및 알림을 알 수 있습니다. 그래서 당신은 밤이나 낮이나 특정 시간 동안 성가신 푸시 알림에 대한 걱정을 중지 할 수 있습니다.특징 :***** 전화에 플래시 알림, SMS 및 알림????????- 당신은 전화, SMS 및 알림을 밝은 LED 플래시 알림 NAR 받기***** 구성 플래시 알림시 연락처????????- SMS 전화 및하기 / 비활성화 플래시 알림 도시의 연락처를 사용앱 ***** 구성 플래시 알림????????- 활성화 / 알림 앱에서 플래시 알림을 사용하지 않도록 설정***** 벨소리 모드로 플래시 알림 구성????????- 활성화 / (소리) 모드를 사용하시면 플래시 알림을 사용하지 않도록 설정시간에 의해 ***** 구성 플래시 알림????????- 활성화 / 지속 시간에 의해 플래시 알림을 사용하지 않도록 설정배터리 절약에 의해 ***** 구성 플래시 알림????????- 안 플래시 알림 NAR 배터리가 부족합니다***** 구성 플래시 라이트 주파수???????- 깜박이는 손전등을 조정이 앱은 BIND_ACCESSIBILITY_SERVICE을 (를) 사용합니다.가장 강력한, 밝은 빠른 LED 플래시 알림. 지금보십시오!"
https://play.google.com/store/apps/details?id=kr.push.icd.itck.icdpushapp,(주)아이씨디 푸시 알림,아이씨디,  (주)아이씨디 ERP 사용자를 위한 푸시 알림 앱    ,ERP 사용자들을 위한 푸시 알림
https://play.google.com/store/apps/details?id=com.khu.push,KHU알리미,경희대학교,  경희대학교 학생과 교직원들께 공지사항 및 맞춤형 정보를 효과적으로 전달하기 위한 스마트폰 전용 어플리케이션입니다.    ,"경희대학교 학생과 교직원들께 공지사항 및 맞춤형 정보를 효과적으로 전달하기 위한 스마트폰 전용 어플리케이션입니다.        - 기본적으로 인터넷 연결이 필요합니다.        - 최초 1회 인증절차가 필요하며, ID 및 비밀번호는 종합정보시스템과 동일합니다.        - 설정탭을 통해 푸시 알림을 켜기/끄기 할수 있습니다.        - 개인 사용자 기반의 맞춤형 정보서비스가 제공될 예정입니다.        - 다양한 형태(문자/이미지/ 문서/ 웹페이지 등)의 시인성 좋은 정보가 제공될 예정입니다.        - 설치를 안할 경우 SMS로 제한된 정보를 수신하게 됩니다."
https://play.google.com/store/apps/details?id=com.whowhoncompany.lab.notistory,노티스토리 - 모든 알림을 한 눈에,whowhoLab,  모든 앱 실행 없이 알림 내용만 확인 하고 싶으신가요?이제 모든 알림을 한 눈에 볼 수 있는 notistory로 관리하세요.    ,"■ 노티스토리 소개중요한 알림을 실수로 지워버렸던 경험이 있으신가요?모든 앱 실행 없이 알림 내용만 확인 하고 싶으신가요?이제 모든 알림을 한 눈에 볼 수 있는 노티스토리(notistory)로 관리하세요.■ 주요 기능1. 앱 알림 그룹화동일한 앱에서 발생한 알림은 그룹화되어 한 눈에 보여집니다.  2. 모든 메신저 알림 보기다양한 메신저를 실행하지 않고 [읽음]표시 없이 즉시 확인 가능합니다.3. 키워드 등록특정 키워드를 등록하면 해당 키워드가 포함된 알림은 진동으로 알려줍니다.4. 지난 알림 검색예전 알림이나 중요한 알림은 검색 및 즐겨찾기로 쉽게 찾을 수 있습니다.5. 플로팅 알림모든 알림에 대해서 플로팅 알림으로 놓치지 않습니다.6. SNS 앱 알림 지원기본 전화, SMS 메시지, 이메일 알림 뿐만 아니라 Gmail, Facebook, Twitter, Facebook messenger, 카카오톡 KakaoTalk, Line, WeChat, WhatsApp, QQ 등의 소셜 네트워크 앱 알림도 지원합니다."
